Country,League,Year,Stadium,Club,Stadium Capacity,Season Total Spectators,Season Average,Total Matches,Sold Out,Average Attendance Percentage
Italy,Serie A,2010,Luigi Ferraris,UC Sampdoria,36348,437271,23014,19,,63.3
Italy,Serie A,2010,Allianz Stadium,Juventus FC,41507,417357,21966,19,1,52.9
Italy,Serie A,2010,Stadio Renato Dall’Ara,Bologna FC 1909,36462,377392,19863,19,,54.5
Italy,Serie A,2010,San Nicola,AS Bari,58270,375783,19778,19,,33.9
Italy,Serie A,2010,Dacia Arena,Udinese Calcio,25144,332978,17525,19,,69.7
Italy,Serie A,2010,Orogel Stadium - Dino Manuzzi,AC Cesena,23860,312912,16469,19,,69.0
Italy,Serie A,2010,Ennio Tardini,Parma FC,22352,279436,14707,19,,65.8
Italy,Serie A,2010,Cibali - Angelo Massimino,Calcio Catania,20806,261075,13741,19,,66.0
Italy,Serie A,2010,Unipol Domus,Cagliari Calcio,16416,257486,13552,19,1,82.6
Italy,Serie A,2010,Marcantonio Bentegodi,Chievo Verona,31045,248647,13087,19,,42.2
Italy,Serie A,2010,Ettore Giardiniero,US Lecce,31559,203860,10729,19,,34.0
Italy,Serie A,2010,Mario Rigamonti,Brescia Calcio,19550,174236,9170,19,1,46.9
Italy,Serie A,2011,Giuseppe Meazza,AC Milan,75923,931372,49020,19,2,64.6
Italy,Serie A,2011,Giuseppe Meazza,FC Internazionale,75923,850783,44778,19,1,59.0
Italy,Serie A,2011,Stadio Diego Armando Maradona,SSC Napoli,54726,767878,40415,19,,73.9
Italy,Serie A,2011,Allianz Stadium,Juventus FC,41507,715815,37674,19,15,90.8
Italy,Serie A,2011,Olimpico di Roma,AS Roma,73261,688164,36219,19,,49.4
Italy,Serie A,2011,Olimpico di Roma,SS Lazio,73261,611785,32199,19,,44.0
Italy,Serie A,2011,Artemio Franchi,ACF Fiorentina,47282,406833,21412,19,,45.3
Italy,Serie A,2011,Stadio Renato Dall’Ara,Bologna FC 1909,36462,369518,19448,19,,53.3
Italy,Serie A,2011,"Comunale Renzo Barbera ""La Favorita""",US Palermo,36365,365136,19218,19,,52.9
Italy,Serie A,2011,Dacia Arena,Udinese Calcio,25144,353312,18595,19,,74.0
Italy,Serie A,2011,Luigi Ferraris,Genoa CFC,34901,352262,20721,17,,59.4
Italy,Serie A,2011,Orogel Stadium - Dino Manuzzi,AC Cesena,23860,312310,16437,19,1,68.9
Italy,Serie A,2011,Gewiss Stadium,Atalanta BC,22512,298895,15731,19,1,69.9
Italy,Serie A,2011,Cibali - Angelo Massimino,Calcio Catania,20806,292544,15397,19,2,74.0
Italy,Serie A,2011,Ennio Tardini,Parma FC,22352,259278,13646,19,,61.1
Italy,Serie A,2011,Silvio Piola,Novara Calcio 1908,17875,210222,11064,19,2,61.9
Italy,Serie A,2011,Artemio Franchi,AC Siena,15373,194190,10221,19,1,66.5
Italy,Serie A,2011,Unipol Domus,Cagliari Calcio,16416,192100,10111,19,,61.6
Italy,Serie A,2011,Ettore Giardiniero,US Lecce,31559,189268,9961,19,,31.6
Italy,Serie A,2011,Marcantonio Bentegodi,Chievo Verona,31045,182024,9580,19,,30.9
Italy,Serie A,2012,Giuseppe Meazza,FC Internazionale,75923,870127,45796,19,2,60.3
Italy,Serie A,2012,Giuseppe Meazza,AC Milan,75923,839378,44178,19,,58.2
Italy,Serie A,2012,Olimpico di Roma,AS Roma,73261,757990,39894,19,1,54.5
Italy,Serie A,2012,Stadio Diego Armando Maradona,SSC Napoli,54726,753080,39636,19,1,72.4
Italy,Serie A,2012,Allianz Stadium,Juventus FC,41507,733511,38606,19,10,93.0
Italy,Serie A,2012,Olimpico di Roma,SS Lazio,73261,602870,31730,19,1,43.3
Italy,Serie A,2012,Artemio Franchi,ACF Fiorentina,47282,487418,25654,19,,54.3
Italy,Serie A,2012,Luigi Ferraris,UC Sampdoria,36348,440066,23161,19,,63.7
Italy,Serie A,2012,Stadio Renato Dall’Ara,Bologna FC 1909,36462,405510,21343,19,,58.5
Italy,Serie A,2012,Luigi Ferraris,Genoa CFC,34901,377740,19881,19,1,57.0
Italy,Serie A,2012,"Comunale Renzo Barbera ""La Favorita""",US Palermo,36365,344116,18111,19,,49.8
Italy,Serie A,2012,Dacia Arena,Udinese Calcio,25144,303403,15969,19,,63.5
Italy,Serie A,2012,Stadio Olimpico Grande Torino,Torino FC,28177,296683,15615,19,1,55.4
Italy,Serie A,2012,Gewiss Stadium,Atalanta BC,22512,289672,15246,19,,67.7
Italy,Serie A,2012,Cibali - Angelo Massimino,Calcio Catania,20806,260377,13704,19,,65.9
Italy,Serie A,2012,Ennio Tardini,Parma FC,22352,242500,12763,19,,57.1
Italy,Serie A,2012,Adriatico,Delfino Pescara 1936,20476,242457,12761,19,,62.3
Italy,Serie A,2012,Marcantonio Bentegodi,Chievo Verona,31045,187000,9842,19,,31.7
Italy,Serie A,2012,Artemio Franchi,AC Siena,15373,182057,9582,19,1,62.3
Italy,Serie A,2012,Unipol Domus,Cagliari Calcio,16416,116577,6857,17,,41.8
Italy,Serie A,2013,Giuseppe Meazza,FC Internazionale,75923,879279,46278,19,2,61.0
Italy,Serie A,2013,Stadio Diego Armando Maradona,SSC Napoli,54726,772013,40632,19,,74.3
Italy,Serie A,2013,Olimpico di Roma,AS Roma,73261,766108,40321,19,,55.0
Italy,Serie A,2013,Giuseppe Meazza,AC Milan,75923,757615,39874,19,,52.5
Italy,Serie A,2013,Allianz Stadium,Juventus FC,41507,728497,38342,19,13,92.4
Italy,Serie A,2013,Artemio Franchi,ACF Fiorentina,47282,609091,32057,19,,67.8
Italy,Serie A,2013,Olimpico di Roma,SS Lazio,73261,595234,31328,19,,42.8
Italy,Serie A,2013,Luigi Ferraris,UC Sampdoria,36348,419937,22102,19,,60.8
Italy,Serie A,2013,Stadio Renato Dall’Ara,Bologna FC 1909,36462,410255,21592,19,,59.2
Italy,Serie A,2013,Marcantonio Bentegodi,Hellas Verona,39211,401295,21121,19,1,53.9
Italy,Serie A,2013,Luigi Ferraris,Genoa CFC,34901,381041,20055,19,1,57.5
Italy,Serie A,2013,Stadio Olimpico Grande Torino,Torino FC,28177,323463,17024,19,1,60.4
Italy,Serie A,2013,Cibali - Angelo Massimino,Calcio Catania,20806,288739,15197,19,,73.0
Italy,Serie A,2013,Gewiss Stadium,Atalanta BC,22512,269524,14185,19,,63.0
Italy,Serie A,2013,Dacia Arena,Udinese Calcio,25144,268565,14135,19,,56.2
Italy,Serie A,2013,Mapei Stadium - Città del Tricolore,US Sassuolo,21584,265723,13985,19,1,64.8
Italy,Serie A,2013,Ennio Tardini,Parma FC,22352,255892,13468,19,,60.3
Italy,Serie A,2013,Armando Picchi,AS Livorno,19238,208481,10973,19,1,57.0
Italy,Serie A,2013,Marcantonio Bentegodi,Chievo Verona,31045,183831,9675,19,,31.2
Italy,Serie A,2013,Unipol Domus,Cagliari Calcio,16416,81490,4289,19,,26.1
Italy,Serie A,2014,Olimpico di Roma,AS Roma,73261,762572,40135,19,,54.8
Italy,Serie A,2014,Allianz Stadium,Juventus FC,41507,732504,38553,19,4,92.9
Italy,Serie A,2014,Giuseppe Meazza,Inter Milan,75923,708131,37270,19,1,49.1
Italy,Serie A,2014,Giuseppe Meazza,AC Milan,75923,696107,36637,19,2,48.3
Italy,Serie A,2014,Olimpico di Roma,SS Lazio,73261,684075,36004,19,1,49.1
Italy,Serie A,2014,Stadio Diego Armando Maradona,SSC Napoli,54726,643063,33845,19,,61.9
Italy,Serie A,2014,Artemio Franchi,ACF Fiorentina,47282,574201,30221,19,,63.9
Italy,Serie A,2014,Luigi Ferraris,UC Sampdoria,36348,416026,21896,19,,60.2
Italy,Serie A,2014,Luigi Ferraris,Genoa CFC,34901,380525,20028,19,,57.4
Italy,Serie A,2014,Marcantonio Bentegodi,Hellas Verona,39211,366678,19299,19,,49.2
Italy,Serie A,2014,"Comunale Renzo Barbera ""La Favorita""",US Palermo,36365,332130,17481,19,,48.1
Italy,Serie A,2014,Orogel Stadium - Dino Manuzzi,AC Cesena,23860,308941,16260,19,3,68.2
Italy,Serie A,2014,Stadio Olimpico Grande Torino,Torino FC,28177,307888,16205,19,2,57.5
Italy,Serie A,2014,Gewiss Stadium,Atalanta BC,22512,287409,15127,19,1,67.2
Italy,Serie A,2014,Mapei Stadium - Città del Tricolore,US Sassuolo,21584,242395,12758,19,1,59.1
Italy,Serie A,2014,Ennio Tardini,Parma FC,22352,226180,11904,19,,53.3
Italy,Serie A,2014,Marcantonio Bentegodi,Chievo Verona,31045,205628,10823,19,,34.9
Italy,Serie A,2014,Unipol Domus,Cagliari Calcio,16416,202707,10669,19,,65.0
Italy,Serie A,2014,Carlo Castellani,Empoli FC ,19847,175346,9229,19,,46.5
Italy,Serie A,2014,Dacia Arena,Udinese Calcio,25144,171294,9015,19,1,35.9
Italy,Serie A,2015,Giuseppe Meazza,Inter Milan,75923,865226,45538,19,2,60.0
Italy,Serie A,2015,Stadio Diego Armando Maradona,SSC Napoli,54726,735434,38707,19,1,70.7
Italy,Serie A,2015,Allianz Stadium,Juventus FC,41507,735111,38690,19,6,93.2
Italy,Serie A,2015,Giuseppe Meazza,AC Milan,75923,719358,37861,19,,49.9
Italy,Serie A,2015,Olimpico di Roma,AS Roma,73261,668449,35182,19,,48.0
Italy,Serie A,2015,Artemio Franchi,ACF Fiorentina,47282,541260,28487,19,,60.3
Italy,Serie A,2015,Luigi Ferraris,UC Sampdoria,36348,405645,21350,19,,58.7
Italy,Serie A,2015,Olimpico di Roma,SS Lazio,73261,400188,21063,19,,28.8
Italy,Serie A,2015,Luigi Ferraris,Genoa CFC,34901,399484,21025,19,,60.2
Italy,Serie A,2015,Stadio Olimpico Grande Torino,Torino FC,28177,368449,19392,19,,68.8
Italy,Serie A,2015,Stadio Renato Dall’Ara,Bologna FC 1909,36462,359078,18899,19,,51.8
Italy,Serie A,2015,Marcantonio Bentegodi,Hellas Verona,39211,346819,18254,19,,46.6
Italy,Serie A,2015,"Comunale Renzo Barbera ""La Favorita""",US Palermo,36365,336585,17715,19,,48.7
Italy,Serie A,2015,Gewiss Stadium,Atalanta BC,22512,334870,17625,19,,78.3
Italy,Serie A,2015,Dacia Arena,Udinese Calcio,25144,301812,15885,19,1,63.2
Italy,Serie A,2015,Mapei Stadium - Città del Tricolore,US Sassuolo,21584,217298,11437,19,,53.0
Italy,Serie A,2015,Marcantonio Bentegodi,Chievo Verona,31045,212952,11208,19,,36.1
Italy,Serie A,2015,Carlo Castellani,Empoli FC ,19847,180695,9510,19,,47.9
Italy,Serie A,2015,Sandro Cabassi,Carpi FC 1909,5510,170843,8992,19,,163.2
Italy,Serie A,2015,Benito Stirpe,Frosinone Calcio,16227,141531,7449,19,,45.9
Italy,Serie A,2016,Giuseppe Meazza,Inter Milan,75923,885788,46620,19,2,61.4
Italy,Serie A,2016,Giuseppe Meazza,AC Milan,75923,765555,40292,19,1,53.1
Italy,Serie A,2016,Allianz Stadium,Juventus FC,41507,757354,39861,19,6,96.0
Italy,Serie A,2016,Stadio Diego Armando Maradona,SSC Napoli,54726,695500,36605,19,1,66.9
Italy,Serie A,2016,Olimpico di Roma,AS Roma,73261,620118,32638,19,1,44.6
Italy,Serie A,2016,Artemio Franchi,ACF Fiorentina,47282,502936,26470,19,,56.0
Italy,Serie A,2016,Luigi Ferraris,Genoa CFC,34901,405356,21335,19,,61.1
Italy,Serie A,2016,Stadio Renato Dall’Ara,Bologna FC 1909,36462,402644,21192,19,,58.1
Italy,Serie A,2016,Olimpico di Roma,SS Lazio,73261,387600,20400,19,,27.9
Italy,Serie A,2016,Luigi Ferraris,UC Sampdoria,36348,372810,19622,19,,54.0
Italy,Serie A,2016,Stadio Olimpico Grande Torino,Torino FC,28177,366710,19301,19,1,68.5
Italy,Serie A,2016,Dacia Arena,Udinese Calcio,25144,328462,17287,19,2,68.8
Italy,Serie A,2016,Gewiss Stadium,Atalanta BC,22512,321928,16944,19,,75.3
Italy,Serie A,2016,Adriatico,Delfino Pescara 1936,20476,252568,13293,19,3,64.9
Italy,Serie A,2016,"Comunale Renzo Barbera ""La Favorita""",US Palermo,36365,250876,13204,19,,36.3
Italy,Serie A,2016,Unipol Domus,Cagliari Calcio,16416,246953,12998,19,1,79.2
Italy,Serie A,2016,Mapei Stadium - Città del Tricolore,US Sassuolo,21584,234873,12362,19,1,57.3
Italy,Serie A,2016,Marcantonio Bentegodi,Chievo Verona,31045,213000,11211,19,,36.1
Italy,Serie A,2016,Carlo Castellani,Empoli FC ,19847,180226,9486,19,,47.8
Italy,Serie A,2016,Ezio Scida,FC Crotone,16640,156039,8213,19,,49.4
Italy,Serie A,2017,Giuseppe Meazza,Inter Milan,75923,1093053,57529,19,1,75.8
Italy,Serie A,2017,Giuseppe Meazza,AC Milan,75923,1001104,52690,19,1,69.4
Italy,Serie A,2017,Stadio Diego Armando Maradona,SSC Napoli,54726,817942,43050,19,,78.7
Italy,Serie A,2017,Allianz Stadium,Juventus FC,41507,746711,39301,19,1,94.7
Italy,Serie A,2017,Olimpico di Roma,AS Roma,73261,711564,37451,19,,51.1
Italy,Serie A,2017,Olimpico di Roma,SS Lazio,73261,619254,32592,19,1,44.5
Italy,Serie A,2017,Artemio Franchi,ACF Fiorentina,47282,495756,26092,19,,55.2
Italy,Serie A,2017,Luigi Ferraris,Genoa CFC,34901,397885,20941,19,,60.0
Italy,Serie A,2017,Stadio Renato Dall’Ara,Bologna FC 1909,36462,397165,20903,19,,57.3
Italy,Serie A,2017,Luigi Ferraris,UC Sampdoria,36348,382967,20156,19,,55.5
Italy,Serie A,2017,Stadio Olimpico Grande Torino,Torino FC,28177,352048,18529,19,,65.8
Italy,Serie A,2017,Gewiss Stadium,Atalanta BC,22512,340592,17926,19,,79.6
Italy,Serie A,2017,Dacia Arena,Udinese Calcio,25144,335035,17633,19,,70.1
Italy,Serie A,2017,Marcantonio Bentegodi,Hellas Verona,39211,329324,17333,19,,44.2
Italy,Serie A,2017,Unipol Domus,Cagliari Calcio,16416,278770,14672,19,2,89.4
Italy,Serie A,2017,Paolo Mazza,SPAL 2013,16134,237437,12497,19,2,77.5
Italy,Serie A,2017,Marcantonio Bentegodi,Chievo Verona,31045,236142,12429,19,,40.0
Italy,Serie A,2017,Ciro Vigorito,Benevento Calcio,16867,230503,12132,19,2,71.9
Italy,Serie A,2017,Mapei Stadium - Città del Tricolore,US Sassuolo,21584,213361,11230,19,1,52.0
Italy,Serie A,2017,Ezio Scida,FC Crotone,16640,201038,10581,19,,63.6
Italy,Serie A,2018,Giuseppe Meazza,Inter Milan,75923,1105612,61423,18,1,80.9
Italy,Serie A,2018,Giuseppe Meazza,AC Milan,75923,1038366,54651,19,,72.0
Italy,Serie A,2018,Allianz Stadium,Juventus FC,41507,745392,39231,19,,94.5
Italy,Serie A,2018,Olimpico di Roma,AS Roma,73261,733824,38622,19,,52.7
Italy,Serie A,2018,Olimpico di Roma,SS Lazio,73261,638996,33631,19,,45.9
Italy,Serie A,2018,Artemio Franchi,ACF Fiorentina,47282,591561,31135,19,,65.9
Italy,Serie A,2018,Stadio Diego Armando Maradona,SSC Napoli,54726,551003,29000,19,,53.0
Italy,Serie A,2018,Stadio Olimpico Grande Torino,Torino FC,28177,405527,21344,19,,75.8
Italy,Serie A,2018,Stadio Renato Dall’Ara,Bologna FC 1909,36462,403511,21237,19,,58.3
Italy,Serie A,2018,Luigi Ferraris,Genoa CFC,34901,396531,20870,19,,59.8
Italy,Serie A,2018,Dacia Arena,Udinese Calcio,25144,386249,20329,19,1,80.9
Italy,Serie A,2018,Luigi Ferraris,UC Sampdoria,36348,385064,20267,19,,55.8
Italy,Serie A,2018,Gewiss Stadium,Atalanta BC,22512,347721,18301,19,1,81.3
Italy,Serie A,2018,Ennio Tardini,Parma Calcio 1913,22352,313919,16522,19,,73.9
Italy,Serie A,2018,Unipol Domus,Cagliari Calcio,16416,282017,14843,19,,90.4
Italy,Serie A,2018,Paolo Mazza,SPAL,16134,257628,13559,19,1,84.0
Italy,Serie A,2018,Benito Stirpe,Frosinone Calcio,16227,238944,13275,18,,81.8
Italy,Serie A,2018,Mapei Stadium - Città del Tricolore,US Sassuolo,21584,237809,12516,19,1,58.0
Italy,Serie A,2018,Marcantonio Bentegodi,Chievo Verona,31045,233420,12285,19,,39.6
Italy,Serie A,2018,Carlo Castellani,Empoli FC ,19847,180615,9506,19,,47.9
Italy,Serie A,2019,Giuseppe Meazza,Inter Milan,75923,789598,65800,12,1,86.7
Italy,Serie A,2019,Giuseppe Meazza,AC Milan,75923,647487,53957,12,,71.1
Italy,Serie A,2019,Olimpico di Roma,SS Lazio,73261,540389,38599,14,,52.7
Italy,Serie A,2019,Olimpico di Roma,AS Roma,73261,512164,39397,13,,53.8
Italy,Serie A,2019,Allianz Stadium,Juventus FC,41507,476175,39681,12,,95.6
Italy,Serie A,2019,Artemio Franchi,ACF Fiorentina,47282,457478,35191,13,,74.4
Italy,Serie A,2019,Stadio Diego Armando Maradona,SSC Napoli,54726,408310,31408,13,,57.4
Italy,Serie A,2019,Stadio Renato Dall’Ara,Bologna FC 1909,36462,299702,23054,13,,63.2
Italy,Serie A,2019,Ettore Giardiniero,US Lecce,31559,297429,22879,13,,72.5
Italy,Serie A,2019,Luigi Ferraris,Genoa CFC,34901,268306,22359,12,,64.1
Italy,Serie A,2019,Dacia Arena,Udinese Calcio,25144,262971,21914,12,,87.2
Italy,Serie A,2019,Luigi Ferraris,UC Sampdoria,36348,261011,20078,13,,55.2
Italy,Serie A,2019,Stadio Olimpico Grande Torino,Torino FC,28177,256555,21380,12,,75.9
Italy,Serie A,2019,Marcantonio Bentegodi,Hellas Verona,39211,217178,18098,12,,46.2
Italy,Serie A,2019,Gewiss Stadium,Atalanta BC,22512,213850,17821,12,,79.2
Italy,Serie A,2019,Unipol Domus,Cagliari Calcio,16416,203839,15680,13,1,95.5
Italy,Serie A,2019,Ennio Tardini,Parma Calcio 1913,22352,195405,16284,12,,72.9
Italy,Serie A,2019,Mario Rigamonti,Brescia Calcio,19550,192652,14819,13,1,75.8
Italy,Serie A,2019,Paolo Mazza,SPAL,16134,156582,13049,12,,80.9
Italy,Serie A,2019,Mapei Stadium - Città del Tricolore,US Sassuolo,21584,149436,12453,12,,57.7
Italy,Serie A,2020,Giuseppe Meazza,AC Milan,75923,2000,1000,2,2,1.3
Italy,Serie A,2020,Giuseppe Meazza,Inter Milan,75923,2000,1000,2,2,1.3
Italy,Serie A,2020,Ennio Tardini,Parma Calcio 1913,22352,2000,1000,2,1,4.5
Italy,Serie A,2020,Mapei Stadium - Città del Tricolore,US Sassuolo,21584,1800,900,2,1,4.2
Italy,Serie A,2020,Olimpico di Roma,SS Lazio,73261,1000,1000,1,1,1.4
Italy,Serie A,2020,Dacia Arena,Udinese Calcio,25144,1000,1000,1,1,4.0
Italy,Serie A,2020,Artemio Franchi,ACF Fiorentina,47282,1000,1000,1,1,2.1
Italy,Serie A,2020,Gewiss Stadium,Atalanta BC,22512,1000,1000,1,1,4.4
Italy,Serie A,2020,Stadio Renato Dall’Ara,Bologna FC 1909,36462,1000,1000,1,,2.7
Italy,Serie A,2020,Ciro Vigorito,Benevento Calcio,16867,1000,1000,1,1,5.9
